,weather-dhi,weather-gni,weather-ghi,weather-rhu,weather-oat,weather-wdi,weather-wsp,irn0_power-pv,dataValid,temp_air_0,temp_air_1,temp_air_2,temp_air_3,temp_air_4,temp_air_5,temp_air_6,temp_air_7,temp_air_8,temp_air_9,temp_air_10,temp_air_11,temp_air_12,temp_air_13,temp_air_14,temp_air_15,temp_air_16,ghi_0,ghi_1,ghi_2,ghi_3,ghi_4,ghi_5,ghi_6,ghi_7,ghi_8,ghi_9,ghi_10,ghi_11,ghi_12,ghi_13,ghi_14,ghi_15,ghi_16,dni_0,dni_1,dni_2,dni_3,dni_4,dni_5,dni_6,dni_7,dni_8,dni_9,dni_10,dni_11,dni_12,dni_13,dni_14,dni_15,dni_16,dhi_0,dhi_1,dhi_2,dhi_3,dhi_4,dhi_5,dhi_6,dhi_7,dhi_8,dhi_9,dhi_10,dhi_11,dhi_12,dhi_13,dhi_14,dhi_15,dhi_16
2023-01-02 09:00:00,0,0,0,50,20,0,0,58.69,True,12.6715369909,13.0206973948,13.4824045076,13.6196238103,12.6319520381,9.7515627101,8.3305365074,7.6022629787,7.1744766823,7.02688913,6.4847320809,5.9260306335,5.5614458583,5.407458152,5.5916545854,5.629447495,5.4403549438,507.8893520009,446.285977842,185.0126970134,88.1154939542,26.9084306492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803.6581327407,654.7860804867,38.9727996408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.3916154564,131.3111401675,169.2042502615,88.1154939542,26.9084306492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 10:00:00,0,0,0,50,20,0,0,89.49,True,12.2738002814,12.612001169500001,13.0592161282,13.1921283643,12.235457829,9.445478731,8.0690559798,7.3636416446,6.9492827891,6.8063277441,6.2811880277,5.7400232118000005,5.3868820956,5.2377277859,5.4161426253,5.4527492835,5.2695920067,491.9476205628,432.2778652968,179.2054818851,85.3497074012,26.0638235057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778.4327523114,634.2335254796,37.749513697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.2718917714,127.1895201273,163.8932337866,85.3497074012,26.0638235057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 11:00:00,0,0,0,50,20,0,0,140.49,True,12.583945247900001,12.9306920876,13.3892076594,13.5254784364,12.5446339254,9.6841552303,8.2729518424,7.5497124897,7.1248832575,6.9783159012,6.4399065016,5.8850670667,5.5230024764,5.370079207,5.5530023863,5.5905340531,5.4027486003,504.3785771363,443.2010350543,183.7338004904,87.5063973859,26.7224266671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.1028621664,650.25988496,38.7034009522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.7045729265,130.4034545692,168.0346293067,87.5063973859,26.7224266671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 12:00:00,0,0,0,50,20,0,0,107.43,True,11.9260247157,12.2546427523,12.6891859685,12.8183321642,11.8887686886,9.1778430652,7.840420965,7.1549943976,6.7523763137,6.61347187,6.1032118777,5.5773808538,5.2342459173,5.0893178638,5.262677356,5.2982467722,5.1202792185,478.0083875502,420.0293623288,174.1277320095,82.9313412799,25.3253105139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756.3760229656,616.2626510886,36.679889116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.5440478387,123.5856316569,159.2493532607,82.9313412799,25.3253105139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 13:00:00,0,0,0,50,20,0,0,108.73,True,11.5681231472,11.8868793133,12.3083818306,12.433652332,11.5319851784,8.9024147891,7.6051289018,6.9402720758,6.5497366134,6.4150007104,5.9200536874,5.4100029216,5.0771655097,4.9365867661,5.1047437171,5.1392456905,4.9666189665000005,463.6632930416,407.4242259841,168.9021358959,80.442560833,24.5652946183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.6770791477,597.7685279682,35.5791208248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.7367786737,119.8768106148,154.470259248,80.442560833,24.5652946183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 14:00:00,0,0,0,50,20,0,0,78.57,True,12.2877631833,12.6263488149,13.0740725336,13.2071359731,12.2493771118,9.456224082,8.0782354869,7.3720186593,6.9571884215,6.8140707483,6.2883336231,5.7465531682,5.3930103122,5.2436863218,5.4223041291000005,5.4589524318,5.2755867919,492.5072692593,432.769632578,179.4093493501,85.4468028043,26.0934741926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.3183117835,634.9550412487,37.7924582408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.381412453,127.3342132739,164.0796817555,85.4468028043,26.0934741926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 15:00:00,0,0,0,50,20,0,0,36.55,True,11.6601436284,11.9814353914,12.4062908177,12.5325578032,11.6237181945,8.973230468,7.6656251131,6.9954795773,6.6018375383,6.466029857,5.967145699,5.453037653,5.1175526328,4.9758556332,5.1453502155,5.1801266403,5.0061267295,467.3515766844,410.6651469949,170.2456948845,81.0824540179,24.7607031738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739.5132305332,602.5235730989,35.8621406181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.4585588569,120.8303898314,155.6990175712,81.0824540179,24.7607031738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 16:00:00,0,0,0,50,20,0,0,7.62,True,11.5407112767,11.858712117,12.2792158402,12.4041895001,11.5046589406,8.8813195917,7.5871077582,6.9238263795,6.5342163316,6.3997996992,5.9060255047,5.3971833572,5.0651346382,4.9248890105,5.0926474962,5.1270677135,4.9548500465,462.5645946635,406.4587919223,168.5019047248,80.2519438218,24.5070845988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731.9385550311,596.3520532935,35.494812399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.5217684431,119.5927500489,154.104225909,80.2519438218,24.5070845988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 17:00:00,0,0,0,50,20,0,0,138.71,True,12.2459309964,12.5833639547,13.0295634527,13.162173894,12.2076756056,9.4240315237,8.0507341222,7.3469215235,6.9335035245,6.7908730778,6.2669257604,5.7269897308,5.3746504682000005,5.2258348331,5.4038445579,5.4403680959,5.2576267019,490.8305884998,431.296321296,178.7985721639,85.1559096151,26.0046421512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776.6652179097,632.7934144723,37.6637984392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0532937228,126.9007195191,163.5210925476,85.1559096151,26.0046421512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 18:00:00,0,0,0,50,20,0,0,56.28,True,11.9333695736,12.2621899956,12.6970008331,12.8262265658,11.8960906018,9.1834954058,7.84524963,7.1594009303,6.7565348867,6.6175448962,6.106970651,5.5808157846,5.2374695223,5.0924522122,5.265918471,5.3015097933,5.1234326351,478.3027776577,420.2880450054,174.2349717213,82.9824160458,25.3409075643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756.841850814,616.6421875838,36.7024790889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.6016586317,123.6617441025,159.347429854,82.9824160458,25.3409075643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 19:00:00,0,0,0,50,20,0,0,109.32,True,11.7079072607,12.0305151362,12.4571109045,12.5838951196,11.6713326166,9.009987655,7.6970259354,7.0241352718,6.6288807507000005,6.4925167582,5.9915890131000005,5.4753750181,5.1385157452,4.9962383099,5.1664271956,5.2013460757,5.0266334062,469.265996398,412.347361183,170.9430750383,81.4145933669,24.8621308369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.542510368,604.9917000162,36.0090432764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.8332020095,121.3253492834,156.3368099388,81.4145933669,24.8621308369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 20:00:00,0,0,0,50,20,0,0,75.52,True,11.852961477400001,12.1795662784,12.6114473222,12.7398023205,11.8159336946,9.1216162042,7.7923876464,7.1111602557,6.711008759,6.5729552954,6.0658213444,5.5432117559,5.202178991,5.0581388203,5.2304362481,5.2657877529,5.0889104943,475.0799313779,417.4561071084,173.0609611225,82.4232732113,25.1701582952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751.7421837051,612.4871981649,36.4551745493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.9709624046,122.8285003695,158.2737328246,82.4232732113,25.1701582952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 21:00:00,0,0,0,50,20,0,0,123.2,True,12.336347877,12.6762722454,13.1257662227,13.259355783,12.297810030499999,9.4936131287,8.1101760925,7.4011669481,6.9846965094,6.8410129619,6.3131971202,5.7692745148,5.4143337826,5.2644193787999995,5.4437434246,5.4805366313,5.2964459804,494.4545980374,434.4807641945,180.1187175379,85.7846516615,26.1966454073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.3996652387,637.4655955122,37.9418861704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.7624957585,127.8376811279,164.7284378372,85.7846516615,26.1966454073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 22:00:00,0,0,0,50,20,0,0,29.72,True,12.4647346374,12.8081966644,13.2623686126,13.3973484652,12.42579572,9.5924149982,8.194580265,7.4781923252,7.057387598,6.912208708,6.3788997847,5.8293164714,5.4706818023,5.3192072103,5.5003975162,5.5375736369,5.351567119,499.6004827513,439.0024896104,181.9932478971,86.6774291368,26.4692789669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790.5422500047,644.0998233595,38.3367547242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7695217823,129.1681126211,166.4427985764,86.6774291368,26.4692789669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 23:00:00,0,0,0,50,20,0,0,110.49,True,12.6596730235,13.0085065194,13.4697813501,13.6068721787,12.6201251329,9.7424326242,8.3227368843,7.5951452155,7.1677594421,7.0203100715,6.4786606272,5.9204822747,5.5562388489,5.4023953165,5.5864192925000005,5.6241768178000004,5.435261308,507.4138309419,445.8681341129,184.8394753593,88.0329941482,26.8832371196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802.9056925392,654.1730245737,38.9363106164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2985581673,131.1881976167,169.0458295662,88.0329941482,26.8832371196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 00:00:00,0,0,0,50,20,0,0,4.97,True,11.969589756,12.2994082142,12.7355387903,12.8651567492,11.9321976349,9.2113691657,7.8690615442,7.1811311554,6.7770423322,6.6376304791,6.1255065381,5.5977546856,5.2533662980999996,5.1079088313,5.2819015951,5.3176009442,5.138983286,479.7545230117,421.5637039503,174.7638099855,83.2342844074,25.4178223274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.1390184074,618.5138209357,36.813878512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.8857585354,124.0370824255,159.8310814274,83.2342844074,25.4178223274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 01:00:00,0,0,0,50,20,0,0,96.95,True,11.5738024207,11.8927150776,12.314424528,12.4397565298,11.5376467103,8.9067853554,7.6088625764,6.9436793444,6.552952152,6.4181501014,5.9229600884,5.4126589174,5.0796581017,4.9390103422,5.1072498485,5.1417687603,4.9690572867,463.8909246672,407.6242475089,168.9850569904,80.4820534372,24.5773547448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734.0372717889,598.06199744,35.5965880974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.7813251382,119.9356631349,154.5460951331,80.4820534372,24.5773547448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 02:00:00,0,0,0,50,20,0,0,43.23,True,12.0757236141,12.408466559,12.8484642869,12.9792315628,12.0379999387,9.2930459958,7.938836188,7.2448059488,6.8371340867,6.6964860744,6.1798211516,5.6473897452,5.2999476802,5.153200448,5.3287359984,5.3647518922,5.1845504386,484.0084865569,425.3016919058,176.3134334722,83.9723193703,25.6432011084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.8702727367,623.9981574458,37.1403056526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.7182396795,125.1369141136,161.2482970265,83.9723193703,25.6432011084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 03:00:00,0,0,0,50,20,0,0,41.93,True,11.5351844809,11.853033032,12.2733353778,12.3982491884,11.4991494101,8.8770663669,7.5834743258,6.9205105896,6.5310871242,6.3967348634,5.9031971351,5.3945986699,5.0627089675,4.9225305029,5.0902086497,5.1246123834,4.9524771907,462.343074518,406.2641405984,168.4212099053,80.2135115197,24.495348264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731.5880328833,596.0664629237,35.4778140898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.4784179672,119.5354776081,154.0304260745,80.2135115197,24.495348264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 04:00:00,0,0,0,50,20,0,0,15.82,True,12.279701821,12.6180653242,13.0654953146,13.1984714582,12.2413409326,9.4500203453,8.0729357768,7.3671822614,6.9526241721,6.8096003909,6.2842081745,5.7427831536,5.3894722386,5.2402462119,5.4187468374,5.4553710971000005,5.2721257538,492.1841608579,432.4857149327,179.2916482081,85.3907456015,26.0763556214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778.8070415757,634.5384802736,37.7676645748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3181816216,127.2506759199,163.972037611,85.3907456015,26.0763556214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 05:00:00,0,0,0,50,20,0,0,46.84,True,12.4876855311,12.8317799631,13.2867881627,13.4220165492,12.4486749168,9.6100771871,8.209668668,7.4919616674,7.0703821267,6.9249359238,6.3906450368,5.8400497944000005,5.4807547834,5.3290012864000005,5.5105252119,5.5477697837,5.3614207782,500.520380199,439.8108100258,182.3283459004,86.8370253513,26.5180159538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791.9978486745,645.285782549,38.4073428922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9495414914,129.405945492,166.7492640641,86.8370253513,26.5180159538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 06:00:00,0,0,0,50,20,0,0,90.43,True,12.2541439883,12.5918032531,13.0383020042,13.1710013835,12.2158629407,9.4303519492,8.0561335168,7.3518488913,6.9381536248,6.7954275201000005,6.2711288064,5.7308306572,5.3782550909,5.2293396494,5.4074687602000004,5.4440167935,5.2611528401,491.1597743846,431.5855792691,178.9184871968,85.2130212217,26.0220827128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.1861048164,633.2178107201,37.6890584598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.1177138898,126.9858281627,163.6307614167,85.2130212217,26.0220827128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 07:00:00,0,0,0,50,20,0,0,66.31,True,11.7072086533,12.0297972788,12.4563675923,12.5831442422,11.6706361916,9.0094500316,7.6965666561,7.0237161437,6.6284852073,6.4921293516,5.9912314967,5.4750483041,5.1382091315,4.9959401858,5.1661189164,5.2010357128999996,5.0263334685,469.2379954326,412.322756536,170.9328749148,81.4097353818,24.8606473208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.4982030726,604.9556003376,36.0068946273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.827722349,121.3181098352,156.3274813669,81.4097353818,24.8606473208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 08:00:00,0,0,0,50,20,0,0,135.88,True,11.7499218213,12.0736873954,12.5018140295,12.6290532176,11.7132159268,9.0423205616,7.7246471965,7.0493418225,6.6526689056,6.5158155624,6.0130902066,5.4950237453,5.1569556318,5.0141676249,5.1849672441,5.2200114328,5.044671796,470.9499869026,413.8270955898,171.5565150008,81.7067547491,24.9513501551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.2071708087,607.1627507337,36.1382639901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.1627512233,121.7607329203,156.8978344015,81.7067547491,24.9513501551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 09:00:00,0,0,0,50,20,0,0,99.9,True,11.7098437179,12.0325049519,12.459171278,12.5859764628,11.6732630244,9.0114778833,7.6982990034,7.0252970454,6.6299771502,6.4935906035,5.9925800062,5.4762806308,5.1393656423,4.9970646747,5.1672817091,5.2022063647,5.0274647982,469.3436117643,412.4155623562,170.9713485751,81.4280591273,24.8662429682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.6653249538,605.0917640583,36.0149990778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.8483909805,121.3454161783,156.3626676376,81.4280591273,24.8662429682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 10:00:00,0,0,0,50,20,0,0,144.74,True,12.5646364553,12.910851247,13.368663273,13.5047249563,12.525385452,9.6692958725,8.2602578337,7.5381282187,7.113950844,6.9676083805,6.4300251157,5.8760370259,5.5145279871,5.361839363,5.5444818652,5.5819559435,5.3944586285,503.604659169,442.5209878443,183.4518795369,87.3721276602,26.6814238032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796.87825396,649.2621268649,38.6440144938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.5531207319,130.2033636433,167.7767971452,87.3721276602,26.6814238032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 11:00:00,0,0,0,50,20,0,0,103.15,True,11.6029229065,11.9226379695,12.34540847,12.4710558159,11.5666762258,8.9291954421,7.6280069998,6.9611501209,6.5694398319000005,6.4342986101,5.9378626648,5.4262775408,5.0924388721,4.9514372331,5.1201000416,5.1547058054,4.9815597778,465.0581062525,408.6498582508,169.4102350575,80.6845518387,24.6391930657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.8841602297,599.5667627052,35.68615157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0097372182,120.2374295416,154.9349437756,80.6845518387,24.6391930657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 12:00:00,0,0,0,50,20,0,0,92.01,True,12.1215378718,12.4555432148,12.8972102563,13.028473652,12.083671076,9.3283030137,7.9689554503,7.27229212,6.8630735859000005,6.7218919672,6.203266862,5.6688154566,5.3200552262,5.1727512477,5.3489527649,5.3851052999,5.2042201774,485.844773163,426.9152499777,176.9823514878,84.290903134,25.7404892098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.7759187385,626.3655528336,37.2812127807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0775925415,125.6116728124,161.860059209,84.290903134,25.7404892098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 13:00:00,0,0,0,50,20,0,0,40.19,True,11.8817261635,12.2091235668,12.6420526966,12.770719185899999,11.8446085219,9.1437524802,7.8112981596,7.1284175709,6.7272949893,6.5889064985,6.0805418383,5.5566639844,5.2148036035,5.0704138771,5.2431294351,5.2785667307,5.1012602276,476.232852116,418.4691867427,173.4809442829,82.6232974487,25.2312410638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.5665065108,613.9735779211,36.5436437183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.1965837022,123.1265797367,158.6578304402,82.6232974487,25.2312410638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 14:00:00,0,0,0,50,20,0,0,47.04,True,12.2858308696,12.624363257,13.0720165688,13.2050590834,12.2474508346,9.4547370424,8.076965143,7.3708593717,6.9560943681000005,6.8129992008,6.2873447505,5.7456494933,5.3921622337,5.2428617253,5.4214514441,5.4580939836,5.2747571789,492.4298199716,432.7015773393,179.3811363121,85.4333658574,26.0893708602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.1957599921,634.8551913201,37.7865151834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3662559829,127.3141893174,164.0538793862,85.4333658574,26.0893708602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 15:00:00,0,0,0,50,20,0,0,108.99,True,11.7689438876,12.093233609,12.5220533416,12.6494985185,11.7321785695,9.056959265,7.7371527053,7.0607540726,6.663438978,6.5263640816,6.0228248586,5.5039196943,5.1653042789,5.0222851112,5.1933612396,5.2284621616,5.0528386657,471.7124125588,414.4970444244,171.8342495631,81.8390306337,24.9917441461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.4135941699,608.1456925991,36.1967685881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.3119544254,121.9578525917,157.1518378788,81.8390306337,24.9917441461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 16:00:00,0,0,0,50,20,0,0,16.26,True,12.4204364157,12.7626778185,13.2152356923,13.3497358422,12.3816358828,9.558324667499999,8.1654576768,7.4516156967,7.0323064608,6.8876435197,6.3562299144,5.8085997566,5.4512396335,5.3003033646,5.4808497412,5.5178937423,5.3325482699,497.8249605634,437.4423256639,181.3464649959,86.3693876037,26.3752102185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787.7327545103,641.8107672696,38.200510343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.4220602381,128.7090641256,165.851280169,86.3693876037,26.3752102185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 17:00:00,0,0,0,50,20,0,0,30.05,True,12.5224562268,12.8675087549,13.3237838788,13.459388795,12.4833369914,9.6368354738,8.232527659,7.5128222759,7.0900688897,6.9442177066,6.4084391407,5.8563108216,5.4960153901,5.3438393508,5.5258687112,5.5632169868,5.3763491114,501.914028509,441.0354186858,182.8360207149,87.0788142542,26.5918526837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794.2030864769,647.0825154612,38.5142842489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.2222720701,129.766263242,167.2135605029,87.0788142542,26.5918526837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 18:00:00,0,0,0,50,20,0,0,113.78,True,11.8940139431,12.2217499324,12.6551267865,12.7839263395,11.8568579154,9.1532087169,7.8193764059,7.1357895994,6.734252187,6.5957205783,6.0868301803,5.5624105452,5.2201966209,5.0756575704,5.2485517465000004,5.2840256904,5.1065358214,476.725360041,418.9019569514,173.6603538711,82.7087443653,25.2573345727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754.3458258601,614.6085338077,36.5814362269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.292965243,123.2539141195,158.8219103404,82.7087443653,25.2573345727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
